 state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
MO,MO,29,63123,4,1,0,4,Y, ,1,3,54,1600,1720,12888,13088,1.4,36.6,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,1,1,2,Y, ,1,3,73,930,930,30388,30388,2.5,11.6,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,1,0,4,Y, ,3,3,82,1530,2000,21888,22088,2.1,16.1,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,1,0,2,Y, ,3,3,82,1000,1000,21988,22188,1.1,17.2,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,1,0,4,Y, ,2,3,85,1500,1515,22188,22388,1.6,13.4,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,2,1,3,N, ,2,3,87,1730,1730,21988,22188,0.7,25.2,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,1,0,4,Y, ,5,3,90,1800,430,22388,22688,1,23.9,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63123,4,1,0,4,Y, ,5,3,88,530,536,30388,30388,1.1,23.6,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,4,Y, ,1,3,21,1830,1830,121987,122187,1.3,32.9,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,4,Y, ,2,3,27,1000,1700,10188,11188,1.8,11.4,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,4,Y, ,2,3,41,2130,2145,12088,12288,0.8,23.4,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,5,0,0,Y, ,3,3,57,1230,1240,20288,20288,2.1,12.8,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,4,Y, ,1,3,65,1600,1715,20288,20288,1.8,13,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,7,Y, ,5,3,69,1015,1020,20288,20288,1.9,9.1,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,2,Y, ,4,3,70,1630,800,20288,20288,0.4,0,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63125,4,1,0,2,Y, ,5,3,4,730,853,31088,31288,0.9,29,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,1,7,N, ,1,3,31,2000,2000,10188,11188,6.5,5.3,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,1,3,N, ,4,3,52,1015,1205,20288,20288,1.3,17.1,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,0,2,Y, ,5,3,49,2100,2100,20288,21088,0.9,30.5,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,0,4,Y, ,5,3,67,2220,2220,20288,20288,4.5,5.7,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,0,4,Y, ,3,3,81,1200,1200,21988,22288,1.4,15.6,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,0,4,Y, ,3,3,95,1925,1950,33188,40488,5.4,6.1,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63126,4,1,0,4,Y, ,5,3,10,1222,1430,31888,32088,1,19,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63127,4,1,0,4,Y, ,4,3,80,1030,1145,22488,22688,1,28.4,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63127,4,0,0,0, , ,3,3,7,2230,2230,31888,32088,6.1,4.8,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,4,3,25,600,600,10188,10188,4.2,8.5,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,2,3,26,2000,2000,10188,10188,3.1,7.3,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,2,3,30,1610,1600,11088,11288,3,15.4,896.260669,1,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,2,3,34,815,855,11388,11588,13,3.5,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,4,3,54,1500,1700,21588,21788,1.5,17.6,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,7,Y, ,5,3,54,1830,1842,20288,20288,2.2,10.1,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,0,0,0,0, ,4,3,59,1845,1843,22888,30388,1,19.2,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,7,Y, ,4,3,62,1900,1930,20288,20288,3.4,9.6,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,2,Y, ,4,3,67,1200,1200,21588,21788,1.2,15.1,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,3,3,70,1730,1730,21088,21288,1.9,15.4,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,4,Y, ,1,3,94,2000,2000,41188,41388,3.1,9.6,893.340934,1,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,2,Y, ,3,3,1,1000,1000,30388,30388,0.6,28.2,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,1,2,N, ,3,3,10,1000,1100,31888,32088,1.9,13.3,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63128,4,1,0,2,Y, ,1,3,7,1300,1400,32788,32988,0.4,0,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,2,Y, ,5,3,25,1655,1748,121987,122187,5.8,4.6,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,4,Y, ,4,3,27,1130,1150,11188,11388,2.9,12.9,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,7,Y, ,3,3,28,1620,1830,11388,11588,1.6,21.9,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,4,Y, ,5,3,38,1730,2200,11288,11488,1.7,15.2,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,4,Y, ,3,3,43,2145,2145,11988,12188,1.7,14.3,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,0,Y, ,5,3,52,610,645,20288,20288,1.5,11.5,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,4,Y, ,4,3,77,1730,2030,21288,21488,0.9,20.8,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,7,Y, ,2,3,88,2130,2200,22488,22688,1.2,17.7,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,1,7,N, ,4,3,84,700,700,30388,30388,3.6,6.4,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,2,Y, ,5,3,91,1530,1545,32188,32388,1.1,21.5,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,4,Y, ,3,3,5,2215,630,31188,31488,0.9,18.7,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63129,4,1,0,4,Y, ,1,3,6,1600,1634,31188,31388,2.1,10.4,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,1,0,2,Y, ,1,3,40,810,810,11788,11988,2.3,10.3,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,1,0,4,Y, ,5,3,48,800,800,11588,11788,1.2,21.1,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,1,0,4,Y, ,5,3,42,700,1700,12388,12588,2.2,18.2,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,0,1,0, , ,5,3,45,1815,1315,12688,12888,37.5,27.3,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,0,0,0, , ,3,3,69,2100,700,22388,22588,3.8,9.9,949.151368,1,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,1,0,4,Y, ,4,3,86,1034,1034,30388,31088,1.1,23.3,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63130,4,0,0,0, , ,5,3,8,742,746,41388,41588,8.3,4.2,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63131,4,1,0,4,Y, ,3,3,30,1000,1000,10188,10188,1.3,14.2,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63131,4,1,0,4,Y, ,5,3,38,2100,2100,11088,11388,0.8,35,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63131,4,1,0,4,Y, ,2,3,51,800,800,12888,13088,3.1,6.8,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63131,4,1,0,4,Y, ,4,3,60,1030,1030,20288,21088,2.1,15.2,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63131,4,1,0,4,Y, ,4,3,96,645,645,40488,40488,1.6,11.5,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63132,4,1,0,7,Y, ,2,3,98,1030,1030,40488,41088,0.6,30.3,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63133,4,1,0,4,Y, ,1,3,94,1020,1020,40488,40488,0.6,35.1,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63134,4,1,1,7,N, ,5,3,25,1322,1922,122587,122787,4.8,6,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63134,4,1,0,7,Y, ,5,3,36,1430,1430,11288,11488,1.6,19,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63134,4,1,0,4,Y, ,1,3,63,2110,2210,20288,21188,0.7,38.4,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63134,4,1,0,7,Y, ,4,3,76,1845,1900,21488,21688,4.2,6.5,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63134,4,1,0,2,Y, ,5,3,92,1730,1800,40488,40488,3.5,9.9,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63134,4,1,0,4,Y, ,4,3,5,1700,1700,31788,31988,1.7,14.8,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63135,4,1,0,4,Y, ,5,3,34,1200,1205,12188,12388,2.3,8.7,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63135,4,1,0,4,Y, ,3,3,42,1530,1530,12888,13088,4.3,5.7,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63135,4,1,1,1,N, ,2,3,54,1030,1030,13088,20288,4.2,5.7,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63135,4,1,1,7,N, ,1,3,63,1700,1700,20288,20288,2.1,10.7,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,0,4,Y, ,3,3,27,1915,1915,22488,22688,1.6,22,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,1,7,N, ,5,3,29,2330,800,10188,11288,2.1,8.5,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,0,7,Y, ,1,3,37,1515,1515,10188,11188,1.9,11.5,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,0,4,Y, ,4,3,61,1245,1245,20288,21188,4.2,8.4,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,0,4,Y, ,5,3,76,855,855,21588,21788,1.9,9.1,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,0,4,Y, ,4,3,83,1625,1657,21988,22188,1,29.4,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63136,4,1,0,4,Y, ,4,3,92,1930,1930,32388,32588,0.4,0,884.216018,1,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,0,0,0, , ,5,3,38,1800,1810,11188,11388,0.8,40.2,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,7,Y, ,4,3,42,1015,1020,12288,12488,2.1,23.5,884.216018,1,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,4,Y, ,2,3,47,1630,2100,12188,12388,5.8,5.5,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,0,Y, ,1,3,63,1245,1245,20288,20288,5.2,9.6,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,4,Y, ,3,3,63,1030,1030,20288,20288,0.6,32.3,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,2,Y, ,1,3,75,1200,1200,21288,21488,0.5,0,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,2,Y, ,2,3,93,800,800,32888,33088,0.7,25.5,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63137,4,1,0,4,Y, ,4,3,99,1500,1515,40488,41188,1.8,14.5,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63138,4,1,0,4,Y, ,4,3,25,1730,1730,121887,122087,1.3,19.1,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63138,4,1,0,4,Y, ,3,3,63,2230,2230,20288,20288,1.4,14.7,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63139,4,1,0,7,Y, ,3,3,24,1800,1830,12688,12888,2.9,9.3,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63139,4,1,0,2,Y, ,3,3,29,2045,2045,11088,11288,0.9,43.3,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63139,4,1,0,4,Y, ,4,3,46,600,600,12788,12988,1.7,14,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63139,4,1,0,4,Y, ,4,3,50,1800,2330,12688,12888,7.1,4.6,884.216018,1,0,510,ST LOUIS CITY       
MO,MO,29,63139,4,1,0,4,Y, ,5,3,86,2200,1900,22888,30388,1.9,14,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63139,4,1,0,4,Y, ,4,3,91,600,630,32188,32388,1.1,23.2,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,1,0,4,Y, ,1,3,22,1700,1800,122787,122987,1.5,21.4,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,1,0,4,Y, ,3,3,41,1715,1745,12688,12888,2.6,10.4,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,1,1,7,N, ,1,3,65,730,735,20288,20288,0.8,22.9,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,2,0,2,Y, ,5,3,68,1630,1630,20288,20288,0.5,0,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,1,0,7,Y, ,4,3,69,1430,1400,21088,21288,2.2,11.8,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,1,0,4,Y, ,1,3,81,1830,1850,21888,22088,2.9,8.9,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63141,4,1,0,2,Y, ,2,3,9,1738,1740,30388,31188,4.4,7.1,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63143,4,1,0,0,Y, ,4,3,21,900,900,122887,123087,1.7,18.4,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63143,4,1,1,3,Y, ,1,3,33,2135,100,11088,11388,0.4,0,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63143,4,1,0,4,Y, ,2,3,55,1800,1800,20288,20288,1.3,22.1,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63144,4,1,0,7,Y, ,1,3,38,1810,1810,11188,11388,2.2,16.5,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63144,4,1,0,4,Y, ,5,3,41,645,650,20288,20288,1.6,10.7,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63144,4,2,2,1,N, ,2,3,47,755,755,12388,12588,0.2,0,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63144,4,2,1,3,N, ,4,3,1,2015,2015,30388,30388,0.5,43.5,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63146,4,1,0,4,Y, ,3,3,30,1030,1030,10188,10188,4.6,9.3,949.151368,0,0,510,ST LOUIS CITY       
MO,MO,29,63146,4,1,0,4,Y, ,5,3,78,900,900,21388,21588,0.9,20.1,789.098054,0,0,510,ST LOUIS CITY       
MO,MO,29,63146,4,1,0,4,Y, ,1,3,71,1600,1200,22088,22388,3,7.2,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63146,4,1,0,7,Y, ,1,3,90,2225,2225,30388,30388,3.2,9.6,893.340934,0,0,510,ST LOUIS CITY       
MO,MO,29,63146,4,1,0,4,Y, ,4,3,95,600,530,40488,40488,0.8,27.7,884.216018,0,0,510,ST LOUIS CITY       
MO,MO,29,63199,4,0,0,0, , ,2,3,29,1800,1815,10188,11188,2.4,8.4,896.260669,0,0,510,ST LOUIS CITY       
MO,MO,29,63627,6,1,1,3,N, ,2,2,39,1750,1815,10188,11188,2.4,8.5,438.808346,0,0,186,STE GENEVIEVE       
MO,MO,29,63627,6,1,0,2,Y, ,1,2,64,700,700,20288,21088,1.5,12.6,443.843704,0,0,186,STE GENEVIEVE       
MO,MO,29,63640,6,1,0,2,Y, ,2,1,46,700,700,12888,13088,0.8,23.4,218.513343,0,0,186,STE GENEVIEVE       
MO,MO,29,63640,6,1,1,1,N, ,2,1,51,1930,1930,20288,20288,0.4,0,218.513343,0,0,186,STE GENEVIEVE       
MO,MO,29,63670,6,1,0,4,Y, ,1,2,48,1110,1110,20288,20288,5.2,7.7,443.843704,0,0,186,STE GENEVIEVE       
MO,MO,29,63670,6,1,0,0,Y, ,5,2,55,900,900,13088,20288,1.4,14.6,430.944809,0,0,186,STE GENEVIEVE       
MO,MO,29,63670,6,1,0,0,Y, ,5,2,61,755,758,20288,21088,1.2,15.8,430.944809,0,0,186,STE GENEVIEVE       
MO,MO,29,63670,6,1,0,2,Y, ,3,2,69,1230,1230,20288,20288,1.2,16.1,426.798855,0,0,186,STE GENEVIEVE       
MO,MO,29,63670,6,1,1,7,N, ,1,2,98,1243,1830,41088,41288,0.4,0,443.843704,0,0,186,STE GENEVIEVE       
MO,MO,29,63670,6,1,1,2,Y, ,4,2,8,2100,2115,32188,32388,0,0,447.627412,0,0,186,STE GENEVIEVE       
MO,MO,29,63673,6,1,1,3,Y, ,2,2,73,1030,1120,21488,21688,0.6,27.6,438.808346,0,0,186,STE GENEVIEVE       
MO,MO,29,63730,6,1,0,2,Y, ,4,3,74,830,830,22188,22388,0.9,20,884.216018,0,0,207,STODDARD            
MO,MO,29,63822,6,1,1,1,N, ,4,3,51,930,930,13088,20288,0.9,19.1,884.216018,0,0,207,STODDARD            
MO,MO,29,63822,6,0,9,0, , ,3,3,56,1730,1730,20288,20288,0.4,0,949.151368,0,0,207,STODDARD            
MO,MO,29,63822,6,1,1,3,N, ,2,3,89,1440,1500,22088,22288,0.9,18.3,896.260669,0,0,207,STODDARD            
MO,MO,29,63841,6,1,0,2,Y, ,3,3,80,1000,1430,22088,22288,2.4,17.9,949.151368,0,0,207,STODDARD            
MO,MO,29,63841,6,1,0,7,Y, ,1,3,86,1400,1400,22488,22688,3.1,11.1,893.340934,0,0,207,STODDARD            
MO,MO,29,63841,6,1,0,0,Y, ,2,3,93,800,800,32888,33088,0.7,26.1,896.260669,0,0,207,STODDARD            
MO,MO,29,63846,6,1,1,3,N, ,5,3,25,2015,2015,122787,122987,1.8,19.6,789.098054,0,0,207,STODDARD            
MO,MO,29,63850,6,1,1,1,N, ,1,3,50,840,1133,11488,11688,0.2,0,893.340934,0,0,207,STODDARD            
MO,MO,29,65616,5,1,1,1,N, ,2,2,76,1115,1130,21588,21788,7,5.6,438.808346,1,0,209,STONE               
MO,MO,29,65656,5,1,1,1,N, ,4,2,41,1830,1915,11388,11588,1.8,18.3,447.627412,0,0,209,STONE               
MO,MO,29,65656,5,1,1,2,N, ,2,2,10,800,800,31288,31488,2.4,9,438.808346,0,0,209,STONE               
MO,MO,29,65681,5,1,1,1,N, ,2,2,95,1130,1230,40488,40488,0.2,0,438.808346,0,0,209,STONE               
MO,MO,29,65686,5,1,1,3,N, ,1,2,35,1100,1700,11088,11388,3.7,9.4,443.843704,0,0,209,STONE               
MO,MO,29,65737,5,0,0,0, , ,1,2,22,1737,1737,122887,123087,0.8,61.7,443.843704,0,0,209,STONE               
MO,MO,29,65737,5,1,0,4,Y, ,3,2,90,1530,1530,21988,22188,2.4,9.3,426.798855,0,0,209,STONE               
MO,MO,29,65737,5,1,0,2,Y, ,1,2,90,1400,1400,31088,31288,0.4,0,443.843704,0,0,209,STONE               
MO,MO,29,65737,5,1,0,4,Y, ,5,2,83,2010,1530,31488,31888,2.4,11.5,430.944809,0,0,209,STONE               
MO,MO,29,63556,2,1,1,1,Y, ,2,2,32,800,800,10188,11188,1.5,12.3,438.808346,0,0,211,SULLIVAN            
MO,MO,29,63556,2,1,0,4,Y, ,2,2,45,1030,1033,12488,12688,1.2,15.4,438.808346,0,0,211,SULLIVAN            
MO,MO,29,65616,5,1,1,2,N, ,1,2,62,1700,1700,20288,20288,1.1,15.7,443.843704,0,0,213,TANEY               
MO,MO,29,65616,5,1,1,7,Y, ,3,2,85,1345,130,31088,31488,0.9,24.5,426.798855,0,0,213,TANEY               
MO,MO,29,65627,5,0,0,0, , ,3,2,22,1400,1400,12088,12288,3.7,10.1,426.798855,0,0,213,TANEY               
MO,MO,29,65653,5,1,1,3,N, ,5,2,42,830,1000,20288,20288,0.6,33.9,430.944809,0,0,213,TANEY               
MO,MO,29,65653,5,1,1,3,N, ,2,2,75,1800,2000,21688,21988,2.4,12.3,438.808346,0,0,213,TANEY               
MO,MO,29,65653,5,1,1,1,N, ,3,2,99,740,740,40488,40488,1.2,15.4,426.798855,0,0,213,TANEY               
MO,MO,29,65672,5,1,0,0,Y, ,3,2,28,1500,1500,122987,123187,3.2,7.9,426.798855,0,0,213,TANEY               
MO,MO,29,65679,5,1,1,7,N, ,5,2,53,1430,1502,12988,13188,2.3,14.2,430.944809,0,0,213,TANEY               
MO,MO,29,65739,5,1,1,1,N, ,3,2,96,915,1000,40488,40488,1.5,17.9,426.798855,0,0,213,TANEY               
MO,MO,29,65740,5,5,1,1,N, ,3,2,80,800,800,21388,21588,0.7,30.7,426.798855,0,0,213,TANEY               
MO,MO,29,65483,6,1,1,2,N, ,3,2,88,945,1900,22088,22288,0.2,0,426.798855,0,0,215,TEXAS               
MO,MO,29,65542,6,1,1,3,N, ,3,2,84,1500,1800,21988,22188,0.4,0,426.798855,0,0,215,TEXAS               
MO,MO,29,65552,6,1,0,4,Y, ,2,2,61,800,815,20288,20288,2.2,8.2,438.808346,0,0,215,TEXAS               
MO,MO,29,65555,6,1,1,3,N, ,3,2,84,900,905,22088,22288,0.2,0,426.798855,0,0,215,TEXAS               
MO,MO,29,65571,6,1,1,3,N, ,2,2,46,1830,600,12188,12488,0.3,0,438.808346,0,0,215,TEXAS               
MO,MO,29,65689,6,1,0,2,Y, ,1,2,41,1840,1950,11388,11588,34,1.9,443.843704,0,0,215,TEXAS               
MO,MO,29,65689,6,1,0,7,Y, ,1,2,86,1100,1335,30388,30388,1.5,13.2,443.843704,0,0,215,TEXAS               
MO,MO,29,65689,6,1,1,3,N, ,2,2,2,1530,1624,30388,30388,0.8,27.1,438.808346,0,0,215,TEXAS               
MO,MO,29,64728,5,1,0,4,Y, ,3,2,74,800,800,21488,21688,2.5,8.7,426.798855,0,0,217,VERNON              
MO,MO,29,64728,5,1,1,3,N, ,4,2,79,700,700,21488,21688,0.5,0,447.627412,0,0,217,VERNON              
MO,MO,29,64772,5,1,0,4,Y, ,4,2,30,1745,1745,122887,123087,0.6,38.5,447.627412,0,0,217,VERNON              
MO,MO,29,64772,5,1,0,4,Y, ,3,2,37,2100,2100,10188,11188,1.8,11.6,426.798855,0,0,217,VERNON              
MO,MO,29,64772,5,1,0,4,Y, ,1,2,41,1030,1030,11488,11688,2.9,9.9,443.843704,0,0,217,VERNON              
MO,MO,29,64772,5,1,1,2,N, ,3,2,50,1000,1015,11788,11988,0.8,21.8,426.798855,0,0,217,VERNON              
MO,MO,29,64772,5,1,1,3,N, ,2,2,51,1130,1200,20288,20288,1.5,13.6,438.808346,0,0,217,VERNON              
MO,MO,29,64772,5,1,1,3,N, ,1,2,87,1000,845,22188,22388,0.5,0,443.843704,0,0,217,VERNON              
MO,MO,29,64772,5,1,1,2,N, ,3,2,93,1945,2000,33188,40488,0.4,0,426.798855,1,0,217,VERNON              
MO,MO,29,64772,5,1,1,1,N, ,2,2,9,2200,2200,31488,31688,0.7,37.1,438.808346,0,0,217,VERNON              
MO,MO,29,64783,5,1,1,3,N, ,3,2,87,1130,1530,22488,22688,0.6,35.3,426.798855,0,0,217,VERNON              
MO,MO,29,64784,5,1,1,1,N, ,4,2,89,1715,1720,22088,22288,0.5,0,447.627412,0,0,217,VERNON              
MO,MO,29,64790,5,2,0,4,Y, ,3,2,41,930,930,11488,11688,1.5,63.3,426.798855,0,0,217,VERNON              
MO,MO,29,63357,3,1,1,1,N, ,2,3,37,800,800,11088,11288,0.5,0,896.260669,0,0,219,WARREN              
MO,MO,29,63357,3,1,1,3,Y, ,5,3,59,930,1000,13088,20288,2.6,10.3,789.098054,1,0,219,WARREN              
MO,MO,29,63383,3,1,0,2,Y, ,4,3,50,945,945,11688,11888,2.1,9.9,884.216018,0,0,219,WARREN              
MO,MO,29,63383,3,1,0,4,Y, ,3,3,94,2030,2030,41788,41988,0.9,21.1,949.151368,0,0,219,WARREN              
MO,MO,29,63383,3,1,0,2,Y, ,3,3,9,1800,1630,32188,32388,0.7,19.7,949.151368,0,0,219,WARREN              
MO,MO,29,63390,3,1,0,7,Y, ,1,3,91,730,730,40488,40488,1,17.5,893.340934,0,0,219,WARREN              
MO,MO,29,63622,3,1,1,7,Y, ,4,2,63,1730,1730,21988,22188,0.6,64.7,447.627412,0,0,221,WASHINGTON          
MO,MO,29,63624,3,1,1,3,N, ,5,1,52,1010,1010,21588,21788,0.8,32,183.077626,0,0,221,WASHINGTON          
MO,MO,29,63660,3,1,1,1,N, ,5,2,78,630,631,22388,22588,0.4,0,430.944809,0,0,221,WASHINGTON          
MO,MO,29,63664,3,1,0,7,Y, ,2,2,28,1915,1948,122487,122687,1.7,15.3,438.808346,0,0,221,WASHINGTON          
MO,MO,29,63956,6,1,1,1,N, ,2,2,94,830,845,40488,40488,1.1,17.5,438.808346,0,0,223,WAYNE               
MO,MO,29,63957,6,1,1,1,N, ,3,2,27,800,800,122887,123087,0.7,42.7,426.798855,1,0,223,WAYNE               
MO,MO,29,63957,6,1,1,3,N, ,4,2,51,1700,1700,12988,13188,3.8,7.1,447.627412,0,0,223,WAYNE               
MO,MO,29,63957,6,1,1,2,N, ,5,2,62,1100,1100,20288,20288,1.2,18,430.944809,0,0,223,WAYNE               
MO,MO,29,63957,6,1,0,2,Y, ,1,2,2,2100,2100,31588,31788,4.5,6.9,443.843704,0,0,223,WAYNE               
MO,MO,29,63966,6,1,1,1,N, ,5,2,69,1000,1000,20288,20288,0.5,0,430.944809,0,0,223,WAYNE               
MO,MO,29,63966,6,1,1,3,N, ,3,2,68,1600,1600,21088,21288,0.2,0,426.798855,0,0,223,WAYNE               
MO,MO,29,63967,6,1,1,3,N, ,5,2,34,900,900,11088,11288,8.2,3.7,430.944809,0,0,223,WAYNE               
MO,MO,29,65632,5,1,0,4,Y, ,4,2,46,830,830,12588,12788,8,3.8,447.627412,1,0,225,WEBSTER             
